tx_title,phrase_id,v,sentence,translation
[no title given],T22_P375,tik,"xtika'teqa' juntiir taq ra qleen titijsaj,+",Sembraron todas las cocitas que se comen.
[no title given],T22_P375,tij,"xtika'teqa' juntiir taq ra qleen titijsaj,+",Sembraron todas las cocitas que se comen.
[no title given],T22_P376,tik,ya lajori xtika'teqa awaaj.+,Ya ahora sembraron animales.
[no title given],T22_P377,jami,Ya xjamini'n+,Ya se descampó.
[no title given],T22_P384,jam,kom ya xjamini'n.+,Como ya despejó.
[no title given],T22_P386,q'as,"xq'asaj taq ójr taq qawinaaq,+",Loque pasarón antes nuestra gente.
[no title given],T22_P400,t'o,"ya xt'omajtaqa'n,+",Ya se ayudaron.
[no title given],T22_P403,k'am,Ya chaq b'i k'amsaj+,Ya van a traer.
[no title given],T22_P408,taw,Por ke ya tawteqa' ch'iich'+,Por ya llega carro.(vehículo)
[no title given],T22_P415,tik,"galan taq kirneer tikil jwi'laq,+","Buenas ovejas han sembrado, (tienen buenas criansas de ovejas)"
[no title given],T22_P434,k'iis,"xk'iis na jaa,+",Se avía acabado las casas.
[no title given],T22_P436,an,"xan nimaq taq weron,+",se comvirtió en montarrales.
[no title given],T22_P437,an,xan nimaq+,Se hizo grandes.
[no title given],T22_P438,k'ul,ri ta' chiki' tk'ulun qawinaaq kla'.+,Es que ya no recibían nuestra gente alli. (ya no se permetía el ingreso a la gente alli)
[no title given],T22_P439,uqta,"Xuqtaj taqch,+",Los sacaron de alli.
[no title given],T22_P441,tik,ta chiki' nen titikow jwiich+,Ya no avía quien sembraba la cara de la tirra (sembrar la tierra)
[no title given],T22_P446,k'ex,"ya xk'exmáj chiki' loq'laj lwaar,+",Ya se camvio el santo lugar.
[no title given],T22_P451,poq',"seb'laj xpoq'saj taq awaj,+",Cómo abundaron a los animales.
[no title given],T22_P455,q'ax,"Kla' ta' tq'aax yajeel re ek',+",Alli no pasa la peste de las gallinas.
[no title given],T22_P468,tik,Ween seb'laj galaan taq tiko'n tran+,buenas buenas siembras hace.
[no title given],T22_P473,k'ex,"ya ya xk'exmaji' loq'laj lwaar,+",Ya se cambio el santo lugar.
[no title given],T22_P478,k'aye,i kla' tik'ayeej taq kwa'y.+,Y alli venden caballos.
[no title given],T22_P489,kaney,"If.Ajtikaneyna,+",Todavía se consigue.
[no title given],T22_P500,qej,"tqejtaqach,+",Bajan ellos.
[no title given],T22_P507,kwin,tkwintaqa' chij sik'ij jab'+,Son capas de llamar la lluvia.
[no title given],T22_P507,sik'ij,tkwintaqa' chij sik'ij jab'+,Son capas de llamar la lluvia.
[no title given],T22_P547,jut,Re li si xjutun jun rik'ilaq+,Eso si si se acerca uno cona ellos.
[no title given],T22_P552,b'an,ta' tijye' rib'aq tib'ansaj k'ex rechaq.+,No se dejan que les hagan daño.
[no title given],T22_P570,qeej,"xqeejch chi... rajsik ja' chipaaj,+",Bajo en...arriba de Chipaj.
[no title given],T22_P584,qej,Xaq lamaas wi' ta' xqejtaqch+,Solo los que no bajaron.
[no title given],T22_P591,chap,sutaj taq riij i kla' xchap taq ra b'aatz'.+,Lo rodearon y alli lo agarraron.
[no title given],T22_P592,kam,"I xpe chik jun chik xkamsaaj,+",Y vino otro lo mató.
[no title given],T22_P595,k'am,jwert xk'amta b'i li li chipaaj.+,Muchos se lo llevarón alla en Chipaj.
[no title given],T22_P596,qesa,"Xqesaj taq b'i li komunidad,+",Lo bajarón en la comunidad. (se lo llevarón a la comunidad)
[no title given],T22_P597,putz,seb'laj kristyan xputz rib'aq chi ri chi riliik.+,Mucha gente se amontonaron para verlo.
[no title given],T22_P599,il,Xil rile' taq+,Fueron a verlo.
[no title given],T22_P606,k'am,"baay ri k'u li kond xk'am b'i jun ek',+",Baya entonces cuando se llevó a una gallina.
[no title given],T22_P607,taaw,"entose ri k'u li xtaaw jun q'iij,+",Entonces cuando llegó un día.
[no title given],T22_P608,taw,"xtaw kwand xwiilin,+",Llegó cuando yo ví.
[no title given],T22_P610,k'am,kwand xroq xk'am b'i jun ek'.+,Cuando ya se avía llevado a una gallina.
[no title given],T22_P614,kam,i xinkwini' xinkamsaaj jun utiiw.+,Y pude matar a un coyote.
[no title given],T22_P620,tij,"i xtij b'aqiil ra utiiw,+","Y se comió el huesito del coyotillo, (el caldo del hueso del coyote)"
[no title given],T22_P621,tzib',"rik'i li xtzib'i'n,+",Con eso sanó.
[no title given],T22_P625,an,Seb'laj qus xan re+,Le cayó muy bien.
[no title given],T22_P628,ye',solo tiye' kamiik re.+,Siempre le dava la muerte (le daba ataques. conbulciones)
[no title given],T22_P637,kam,i kla' li xinkwini' xinkamsaaj+,Alli fue donde fui capas de matarlo.
[no title given],T22_P640,chap,"xchap taq,+",Lo agarraron.
[no title given],T22_P643,b'ij,Iv.¿I nen b'ij ri re+,¿Y como se llama esto?
[no title given],T22_P654,kol,rika' li xinkola' qawinaaq re rab'xaq.+,Esto defendí a nuestra gente de sus milpas.
[no title given],T22_P656,kamsaa,xinkamsaaji' raj jun dosyentos raqan aaq.+,Maté talvez unos docientos patas de coche. (unas docientas unidades)
[no title given],T22_P663,kam,"xinkamsaji' maq tra Siis,+",Maté a los tepescuíntles.
[no title given],T22_P667,kam,"Xinkamsaji' maq tra Yaak,+",Maté a los gatitos de monte.
[no title given],T22_P668,cheb',ri k'u li xincheb' jwiich taq ra ka'n r-e k'iche'laaj.+,Así fue como conocí a los animalitos de la montaña.
[no title given],T22_P683,jam,Ya kom ya xjamaari'n+,Ya se despejó.
[no title given],T22_P684,tik,"ya xtika'teqa' qawinaaq,+",Ya lo sembraron nuestra gente.
[no title given],T22_P688,-ye',Tyu' tyu'ye' rib'aq laq ta'j.+,Se vienen a dejarse en las planicies.
[no title given],T22_P694,k'ex,"seb'laj k'ex chaq jk'amiik qasii',+",Ya cuesta mucho traer nuestra leña.
[no title given],T22_P698,k'is,xk'is b'i juntiir taq ra chee'.+,Se terminó todo los árbolitos.
[no title given],T22_P708,-t'o',ri' li ojt'o' rakiitz+,Eso es el que nos ayuda un poco.
[no title given],T22_P721,kwiin,"Ta' chiki' ojkwiin chi jtikiik ooj,+",Ya no podemos sembrarlo nosotros.
[no title given],T22_P722,latuun,oj latuun qe chi riij+,Solo nos quedamos mirando detras (solo los miramos)
[no title given],T22_P732,k'is,"Ya xk'isi' ajiij,+",Ya se terminó la caña.
[no title given],T22_P742,loq',Sol loq'om taq kaab' chaq tqab'an lajori.+,Solo comprado hacemos el dulce ahora. (panela)
[no title given],T22_P756,qej,"est tijkuya' tijch jab',+",Aguanta asta que baje la lluvia.
[no title given],T22_P767,tikoná,Iv.¿Ajwóni' ajtilmiit tiyu' taq chi tikonánik?+,¿Si todavía hay gente del pueblo que vienen a sebrar?
[no title given],T22_P795,am,lamaas k'u b'i ame' taqw li.+,En donde van a traerlo entonces.
[no title given],T22_P801,ye',"chi tye',+",Solo por tiempos.
[no title given],T22_P816,loq',i seb'laj loq'ani' li+,Y pero eso esta bien comprado.
[no title given],T22_P825,an,"kwand si xan k'ex loq'laj ja',+",Cuando se descompone la santa agua.
[no title given],T22_P831,k'is,"Ta' tik'iis xaq naj jb'elájk che qe,+",No se acaba solo que lejos nos queda a nosotros.
[no title given],T22_P853,taaw,"xaq li xtaaw qik'il,+",Solo eso que llegó con nosotros.
[no title given],T22_P858,t'ow,per si oj t'owa'n.+,Pero si nos ayuda.
Vida de una jovencita,T23_P7,an,i lok xan Ã³jer tain.+,Y loque hizo antes escuche yo.
Vida de una jovencita,T23_P7,ta,i lok xan Ã³jer tain.+,Y loque hizo antes escuche yo.
Vida de una jovencita,T23_P13,iij,"Toses peet xiij,+",Entonces vino dijo.
Vida de una jovencita,T23_P14,iij,rika' xiij jqaaj re.+,Le dijo su papÃ¡ a ella.
Vida de una jovencita,T23_P20,koj,"aq'ab' takoj b'i inw,+",Temprano hÃ©chas mis tortillas o comida.
Vida de una jovencita,T23_P24,k'at,mas chaq tk'atoon q'iij+,Ya quema mucho el sol.
Vida de una jovencita,T23_P29,b'iit,"aq'ab' tb'iit,+",Temprano se levanta.
Vida de una jovencita,T23_P30,b'iit,"aq'ab' tb'iit,+",Temprano se levanta.
Vida de una jovencita,T23_P32,ki'koot,"i tki'koot tb'ee jqaaj le chaak,+",Y se alegra se va su papÃ¡ en el trabajo.
Vida de una jovencita,T23_P33,b'an,"bay tb'antaj chik li,+",Baya termina de hacer eso.
Vida de una jovencita,T23_P36,ki'koot,Mjoor tiki'koot+,Como se alegraba.
Vida de una jovencita,T23_P40,ki'koot,"Jor tiki'koot mre Ã¡nm, tyuqi' li jqaaj li,+",Como se alegra esa mujercita cuando biene su papÃ¡.
Vida de una jovencita,T23_P41,ya',xya' rk'a'+,Le dio su bebida.
Vida de una jovencita,T23_P42,ya',xya' juntiir.+,Le dio de todo.
Vida de una jovencita,T23_P43,n,"Xna' serbiir jqaaj,+",Le sirvio a su papÃ¡.
Vida de una jovencita,T23_P51,qeej,pork ooj syempr kosolkooji' xojqeej laq chaak.+,Porque nosotros siempre venimos muy cansado del trabajo.
Vida de una jovencita,T23_P56,tzak,xtzak re jq'ooq'.+,CosiÃ³ su chilacayote.
Vida de una jovencita,T23_P58,tij,"xtij,+",ComiÃ³.
Vida de una jovencita,T23_P61,ki'koot,"joor tki'koot re Ã¡nm wi' jsii',+",Como se alegraba la mujercita que tiene su leÃ±a.
Vida de una jovencita,T23_P62,koj,"re re re re kojb' jq'oor,+",Para para tortear su masa.
Vida de una jovencita,T23_P65,an,"mjoor tzii xan mre Ã¡nm,+",Como se portava bien la jovencita. (todo le salÃ­a bien)
Vida de una jovencita,T23_P66,ki'koot,mjoor tki'koot+,Como se alegra.
Vida de una jovencita,T23_P69,b'an,"rijpeen b'anik re ropiisa,+",Ella es su pena de hacer su oficios.
Vida de una jovencita,T23_P74,-ye,"Kaye man a poop kla',+",Deja tu petate allÃ­.
Vida de una jovencita,T23_P78,cheqej,i tchqeej jchi' tyuuq.+,Y tiene sed cuando llega.
Vida de una jovencita,T23_P81,ch'aj,"xch'aja' ra jtzi li,+",LavÃ³ su nixtamal.
Vida de una jovencita,T23_P82,chaq,"xchaqa' li re ruk'a' jqaaj,+",Quebranto la bebida para su papÃ¡.
Vida de una jovencita,T23_P84,ch'aj,xch'aja' li+,Y se pone a lavaar.
Vida de una jovencita,T23_P86,ki'kot,Jor ki'kotem wiw ranm ra Ã¡nm.+,Y como se alegra el corazÃ³n de la mujercita.
Vida de una jovencita,T23_P93,kikoot,mre Ã¡nm tiki'koot+,La mujercita se alegra.
Vida de una jovencita,T23_P98,tok,"tosos xtok jun,+",Entonces buscÃ³ una.
Vida de una jovencita,T23_P99,tok,"xtok Ã¡nm,+",BuscÃ³ mujer.
Vida de una jovencita,T23_P104,ta',"per kon xta' rixoqil man jxib'aal,+",Pero cuando escontrÃ³ mujer su hermano.
Vida de una jovencita,T23_P113,en,"mas xen desesperaar ra Ã¡nm,+",Se desesperÃ³ la mujercita.
Vida de una jovencita,T23_P115,b'an,porke ta'chi' tzi tb'an re.+,Porque ya no es bueno lo que le hacen a ella.
Vida de una jovencita,T23_P116,k'ex,"Ya xk'exmaji' man no'j,+",Ya se cambio su modo o caracter.
Vida de una jovencita,T23_P120,yoojma,mas xyoojmaj+,Se destruyo todo.
Vida de una jovencita,T23_P126,wii'n,nen mood oojwii'n.+,Como comemos.
Vida de una jovencita,T23_P139,ch'aj,"Bay xch'ajmaj ra kaa',+",Baya termino de lavar su piedra de moler.
Vida de una jovencita,T23_P146,ch'aj,"xch'aj chik jun kiitz jtzi,+",LavÃ³ un poco de nixtamal.
Vida de una jovencita,T23_P147,ch'aj,"xch'ajmaj jtzi li,+",Termino de lavar su nixtamal.
Vida de una jovencita,T23_P149,chaq,"ya xchaqmaji' jun kukub' jtzi jwi'l,+",Ya termino de quebrantar un apaste de nixtamal.
Vida de una jovencita,T23_P155,t'oj,"Kita' lugaar ta t'ojch tz'iil ralaaj inq'oor,+",No hay porque tiras suciedad debajo de mi masa.
Vida de una jovencita,T23_P164,molkochii,"xpet xmolkochiij chij b'aa mre q'apooj Ã¡nm,+",vino lo amontono del pelo a la seÃ±orita.
Vida de una jovencita,T23_P165,an,"i antoses xantaj li,+",Y entonces despues de eso.
Vida de una jovencita,T23_P168,sek',xyu sek'e' ma re rik'laal+,Llego apegar a su hija.
Vida de una jovencita,T23_P183,ok,"Xok che oq'eej mre Ã¡nm,+",Empezo a llorar la mujercita.
Vida de una jovencita,T23_P185,tiij,xtiij xik'a'y.+,Le pegaron con un chirivisco.
Vida de una jovencita,T23_P187,koj,xkoj b'i jwaa mre Ã¡nm.+,Hizo sus tortillas la mujercita.
Vida de una jovencita,T23_P189,chap,"xchapon b'ik,+",Hizo sus oficios.
Vida de una jovencita,T23_P197,taw,"ri oj taw wuka tiyajoni' qataat,+",Si llegamos mas tarde nos va regaÃ±ar nuestro papÃ¡.
Vida de una jovencita,T23_P197,yaj,"ri oj taw wuka tiyajoni' qataat,+",Si llegamos mas tarde nos va regaÃ±ar nuestro papÃ¡.
Vida de una jovencita,T23_P203,an,"loke xan re,+",Loque hizo ella.
Vida de una jovencita,T23_P210,jok',xpeet xyu jok'e' ra iik+,Vino a moler el chile.
Vida de una jovencita,T23_P212,an,xan jwa'x xtzak li ra b'o'j+,Lo arreglo y lo cocio en una ollita.
Vida de una jovencita,T23_P212,tzak,xan jwa'x xtzak li ra b'o'j+,Lo arreglo y lo cocio en una ollita.
Vida de una jovencita,T23_P214,an,xantaj b'ik+,Se fue.
Vida de una jovencita,T23_P216,an,xantaj li+,Despues de eso.
Vida de una jovencita,T23_P220,an,xan jwa kub'lujuuj+,Hizo las tortilla del almuerzo.
Vida de una jovencita,T23_P221,e',"xe' b'i jun tunaaj waa,+",Le dio un rimero de tortillas.
Vida de una jovencita,T23_P222,ye',xye' b'i jun xaar ja'q'oor+,Le dio un jarro de agua de masa.
Vida de una jovencita,T23_P223,ye',"i xye' b'i jun tzak b'i iik,+",Y le dio uno para cocer chile.
Vida de una jovencita,T23_P223,tzak,"i xye' b'i jun tzak b'i iik,+",Y le dio uno para cocer chile.
Vida de una jovencita,T23_P225,e',"xe' jun to'l waa,+",Le dio un tol de tortillas.
Vida de una jovencita,T23_P229,taaw,"Oq'eej jwiich mre Ã¡nm xtaaw le chaak,+",LLego con los hojos lloroso en el trabajo.
Vida de una jovencita,T23_P230,taaw,"kond xtaaw le chaak,+",Cuando llego en el trabajo.
Vida de una jovencita,T23_P231,iij,"xpee jqaaj xiij re,+",Vino su papÃ¡ le dijo a ella.
Vida de una jovencita,T23_P245,sik'iij,"xsik'iij jk'ajool,+",Llamo a su hijo.
Vida de una jovencita,T23_P252,taaw,"ke kita' xtaaw rexÃ³ql,+",Que no llego su mujer.
Vida de una jovencita,T23_P253,taw,ke xaq re ranaab' xtaw chij ye'iik waa.+,Que sola su hermana llego a dejarles comida.
Vida de una jovencita,T23_P256,k'am,"xk'am juraj paak',+",Llevo un su guacal.
Vida de una jovencita,T23_P262,taw,"porke kita' xtaw roxoqol,+",Porque no llego su esposa.
Vida de una jovencita,T23_P263,taaw,xaq mre Ã¡nm oq'eej jwiich xtaaw.+,Sola la mujercita llego con los ojos lloros.
Vida de una jovencita,T23_P264,an,Bay xantaj li+,Baya despues de eso.
Vida de una jovencita,T23_P282,ye',"xye' re re jrab'iin,+",Le dio a su hija.
Vida de una jovencita,T23_P283,tij,"i xtij re jwa,+",Y como su comida.
Vida de una jovencita,T23_P287,tij,"ya xtijmaj re jwaa li,+",Despues de haber terminado de comer.
Vida de una jovencita,T23_P288,k'amwaaj,"xk'amwaaj re jwa re jqaaj,+",Agradecio su comida a su papÃ¡.
Vida de una jovencita,T23_P289,an,xantaj li.+,Despues de eso.
Vida de una jovencita,T23_P292,k'am,"tak'am b'i inmoor miij,+",Te llevas mi machete mija.
Vida de una jovencita,T23_P295,taaw,"I at taaw miij,+",Y llegas mija.
Vida de una jovencita,T23_P296,b'ii,ta b'ii re a chuuch+,Le dices a tu mamÃ¡.
Vida de una jovencita,T23_P308,k'am,"xk'amch jun b'oraaj jtzam ch'im,+",Se trajo un manojo de puntas de guisquil.
Vida de una jovencita,T23_P315,k'am,"_ iyk'u li miij, k'am b'iik+",Mira pues mija lleva.
Vida de una jovencita,T23_P333,ta,"Bay xpeet xta re retz,+",Baya vino le pregunto a su hermana.
Vida de una jovencita,T23_P341,i,"xii'n,+",Se fue.
Vida de una jovencita,T23_P353,taaw,xtaaw re Ã¡nm rik'i jtiit'.+,Llego la mujercita con su abuelita.
Vida de una jovencita,T23_P358,qej,"xqej inkukub',+",Presto mi apaste.
Vida de una jovencita,T23_P360,ok,xoki' chi ch'ojniik xwil.+,EmpezÃ³ a lavar VI yo.
Vida de una jovencita,T23_P362,ch'aj,xiq kiib' ruuq rik'laal xch'aj b'ik+,Solo dos paÃ±ales o cortes de su hija lavo.
Vida de una jovencita,T23_P373,taw,ya man alib'xeel ya tetaaw.+,Ya esa nuera ya mero llega.
Vida de una jovencita,T23_P374,iij,Toses xpee re Ã¡nm xiij re.+,Entonces vino la mujercita le dijo a ella.
Vida de una jovencita,T23_P382,uqta,"ke iin xin uqtaan awe,+",Que yo fui quien te corretio.
Vida de una jovencita,T23_P386,tok,At aat mjoor man at tokoon.+,TÃº heres el que mÃ¡s buscas.
Vida de una jovencita,T23_P400,molkochiij,Xpeet man alib'xeel molkochiij mre Ã¡nm li b'ee.+,Vino esa nuera amontono a la mujercita en el camino. (golpear a golpes)
Vida de una jovencita,T23_P402,t'oj,xt'oj b'i man rikra'n iqal juwi'l.+,Tiro su carga que tenia cargado.
Vida de una jovencita,T23_P402,iqa,xt'oj b'i man rikra'n iqal juwi'l.+,Tiro su carga que tenia cargado.
Vida de una jovencita,T23_P403,t'oj,"Xt'oj b'i le swaan,+",Lo tiro en el barranco.
Vida de una jovencita,T23_P406,ch'ele,xpee re xch'eleej mare ek'el+,Vino ella levanto el niÃ±o.
Vida de una jovencita,T23_P407,maj,xelmÃ¡jch.+,Se huyo.
Vida de una jovencita,T23_P408,k'am,"Xk'amch mare ek'el,+",Se trajo al niÃ±o.
Vida de una jovencita,T23_P410,k'am,"jwi'lt ke jwi'l ke xk'amch man re ek'el,+",Solo porque se trajo al niÃ±o.
Vida de una jovencita,T23_P418,an,"Mjoor loke xan mre Ã¡nm,+",Mejor loque hizo la mujercita.
Vida de una jovencita,T23_P420,taaw,"I kwando man xtaaw,+",Y cuando llego.
Vida de una jovencita,T23_P421,taaw,"xtaaw mre Ã¡nm,+",Llego la mujercita.
Vida de una jovencita,T23_P426,an,"xantaj li xijache' ek'el,+",Despues de ir a devolver al niÃ±o.
Vida de una jovencita,T23_P426,jache',"xantaj li xijache' ek'el,+",Despues de ir a devolver al niÃ±o.
Vida de una jovencita,T23_P428,il,kwand xq'ajch mjor chaq iljwiich.+,Cuando regreso venia muy preocupada.
Vida de una jovencita,T23_P439,q'asal,Puur q'asal man awÃ¡lb' nana.+,Es muy abusiba esa tu nuera.
Vida de una jovencita,T23_P441,tok,ri re joor titokoon+,Ella es la que proboca.
Vida de una jovencita,T23_P453,ye',xye' re a xib'aal.+,Le dio a tu hermano.
Vida de una jovencita,T23_P455,kree,yo kree ke ma rita' Ã¡nm li raaj.+,Yo creo que no es esa la mujer que Ã©l quiere.
Vida de una jovencita,T23_P457,ye',nik' rik'il xye'w laj q'aab' jk'ajool.+,Es como si fuera que Ã©l lo puso en las manos de su hijo.
Vida de una jovencita,T23_P458,il,Porke ilb'aaka' li+,Porque miren pues.
Vida de una jovencita,T23_P459,b'an,ri' tb'anow k'ex chawe chaq.+,Ella les hace daÃ±o a ustedes.
Vida de una jovencita,T23_P465,ij,"i loke xiij chawe mir,+",Y lo que te dijo hace un momento.
Vida de una jovencita,T23_P467,b'iij,"porke iin inpeeni'n xiij chwe mir,+","Por que yo estoy apenada, por loque te dijo hace ratos."
Vida de una jovencita,T23_P471,taaw,"i aki' chin taawi'n,+",Y todavÃ­a no he llegado.
Vida de una jovencita,T23_P490,koj,"xkoj jchÃ³q'b',+",Se apuraron.
Vida de una jovencita,T23_P491,koj,xkoj jchÃ³q'b'+,Se apuraron.
Vida de una jovencita,T23_P495,koj,"Xkoj jchoq'b'aq,+",Se apuraron.
Vida de una jovencita,T23_P496,an,bay xantaj li+,Baya termino eso.
Vida de una jovencita,T23_P498,qeej,"xqeejch jqaaj,+",BajÃ³ su papÃ¡.
Vida de una jovencita,T23_P510,ij,"xpee re xij re,+",Vino Ã©l le dijo.
Vida de una jovencita,T23_P516,en,xentÃ¡j chiki b'i che rchooch.+,Se fue otra vez en su casa.
Vida de una jovencita,T23_P534,jek',B'i injek'e' chich jun re ink'ajool chweeq' kab'iij.+,Boy a ir a jalar otra para mi hijo maÃ±a o pasado.
Vida de una jovencita,T23_P538,taaw,"xtaaw jun k'ojool la jaa,+",Llego un joven en la casa.
Vida de una jovencita,T23_P542,tij,"Bay xtijmaj man serbees li,+",Baya termino de tomar esa cerveza.
Vida de una jovencita,T23_P553,an,antose xantaj li.+,Entonces termino eso.
Vida de una jovencita,T23_P567,'am,"Chweq' t'i'ame' awxÃ³qil oom,+",MaÃ±ana vas a ir a traer a tu esposa hombre.
Vida de una jovencita,T23_P568,'am,chweeq' t'i'ame' awxÃ³qil mat b'isoon.+,MaÃ±ana vas a ir a traer a tu mujer no estes trizte.
Vida de una jovencita,T23_P572,an,"bay re si xana' tantear traag,+","Baya Ã©l si tanteo su trago, o de tomar."
Vida de una jovencita,T23_P574,an,Bay antaj li+,Baya despues de eso.
Vida de una jovencita,T23_P589,q'aj,tq'ajmaaji' riij+,Ya no cresera.
Vida de una jovencita,T23_P591,ye',i sub'laaj aal rikra'n xe' ye' qÃ¡w Ã­wir.+,Y como pesaba su carga cuando nos fue a dejar la comida ayer.
Vida de una jovencita,T23_P595,il,"porke Ã­lb'aka' ri titaq maq awanaab',+",Mira como se portan tus hermanas.
Vida de una jovencita,T23_P595,taaq,"porke Ã­lb'aka' ri titaq maq awanaab',+",Mira como se portan tus hermanas.
Vida de una jovencita,T23_P596,yaj,"sub'laaj tyajoon taq,+",Como regallan.
Vida de una jovencita,T23_P599,ij,"iin xiij inchuuch chwe,+",A mi me dijo mi mamÃ¡.
Vida de una jovencita,T23_P611,an,bay xantaj li.+,Baya termino eso.
Vida de una jovencita,T23_P613,waaj,"peer iin kita' chi' chwaaj jwiich maq awanaab',+",Pero yo ya no quiero ver a tus hermanas.
Vida de una jovencita,T23_P621,k'ul,kwand qus tril inqaaj tk'uli' wanab'.+,Cuando no le gustarÃ­a a mi papÃ¡ que se casen mis hermanas.
Vida de una jovencita,T23_P626,chap,porke ya retaamchaq tchapÃ³n taq.+,Porque ya saben cocinar.
Vida de una jovencita,T23_P627,chap,Mkita' tib'i chapon taq+,"Si no se van cocinar, si no pueden cocinar."
Vida de una jovencita,T23_P628,chap,chep atchapon at.+,Asi como cocinas vos.
Vida de una jovencita,T23_P633,waaj,iin mkita' chi' chwaaj inb'e Ã¡k'l.+,Yo ya no me boy con vos.
Vida de una jovencita,T23_P641,ch'oj,"wanab' ta' chiki' tch'ojiin taq,+",Mis hermanas ya no se pelean.
Vida de una jovencita,T23_P642,t'ij,ta chi' neen t'ij wanab' jo'+,Ya no dice nada mi hermana.
Vida de una jovencita,T23_P647,waaj,Ri' chwaaj iin+,Eso quiero yo.
Vida de una jovencita,T23_P649,chap,twik'aaj iin ajruk' re inki'kot in chapon.+,Siento yo despues me alegro para cocinar o para hacer mis oficios.
